station_id,station_name,network,city,state,latitude,longitude,location_type,charger_type,power_kw,num_chargers,operating_hours,payment_methods,amenities,status,cost_per_unit,parking_fee
EV1228,Hyderabad Tourist Spot - 39,Fortum Charge & Drive,Hyderabad,Telangana,17.330694,78.560483,Tourist Spot,Bharat DC-001,60.0,1,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe",Operational,11.1,20
EV1229,Hyderabad Highway Rest Stop - 40,Reliance BP,Hyderabad,Telangana,17.300838,78.525351,Highway Rest Stop,Bharat AC-001,11.0,3,24/7,"App, Card, UPI",WiFi,Operational,8.65,0
EV1230,Chennai Highway Rest Stop - 1,IOCL,Chennai,Tamil Nadu,13.101472,80.201194,Highway Rest Stop,CHAdeMO,100.0,3,24/7,"App, Card, UPI","WiFi, Cafe",Operational,10.82,30
EV1231,Chennai Restaurant - 2,Reliance BP,Chennai,Tamil Nadu,13.116056,80.217392,Restaurant,CHAdeMO,100.0,6,24/7,"App, Card, UPI",Waiting Area,Operational,10.93,20
EV1232,Chennai Restaurant - 3,Ather Grid,Chennai,Tamil Nadu,12.905627,80.182671,Restaurant,Bharat DC-001,25.0,2,24/7,"App, Card, UPI",None,Operational,12.91,30
EV1233,Chennai Highway Rest Stop - 4,Statiq,Chennai,Tamil Nadu,13.037099,80.240534,Highway Rest Stop,Bharat DC-001,25.0,4,8 AM - 10 PM,"App, Card, UPI","WiFi, Cafe",Operational,9.61,50
EV1234,Chennai Shopping Mall - 5,Fortum Charge & Drive,Chennai,Tamil Nadu,13.086218,80.231036,Shopping Mall,CHAdeMO,150.0,2,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,11.39,50
EV1235,Chennai Tech Park - 6,Exicom,Chennai,Tamil Nadu,13.057517,80.157015,Tech Park,CHAdeMO,100.0,4,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,12.85,0
EV1236,Chennai Hotel - 7,Magenta Power,Chennai,Tamil Nadu,12.945005,80.233163,Hotel,AC Type 2,3.3,1,9 AM - 9 PM,"App, Card, UPI",None,Operational,8.69,0
EV1237,Chennai Highway Rest Stop - 8,Fortum Charge & Drive,Chennai,Tamil Nadu,13.142223,80.236263,Highway Rest Stop,CCS2,25.0,1,6 AM - 11 PM,"App, Card, UPI",Cafe,Operational,13.57,30
EV1238,Chennai Hotel - 9,Tata Power EZ Charge,Chennai,Tamil Nadu,12.993568,80.143757,Hotel,Bharat DC-001,60.0,2,24/7,"App, Card, UPI",Cafe,Operational,10.11,50
EV1239,Chennai Residential Complex - 10,Reliance BP,Chennai,Tamil Nadu,12.994615,80.183504,Residential Complex,Bharat DC-001,60.0,3,9 AM - 9 PM,"App, Card, UPI","WiFi, Cafe",Operational,10.24,20
EV1240,Chennai Restaurant - 11,Reliance BP,Chennai,Tamil Nadu,12.942122,80.135699,Restaurant,Bharat DC-001,50.0,1,8 AM - 10 PM,"App, Card, UPI","WiFi, Cafe",Operational,9.38,0
EV1241,Chennai Restaurant - 12,Statiq,Chennai,Tamil Nadu,12.97529,80.180991,Restaurant,CCS2,100.0,3,24/7,"App, Card, UPI","WiFi, Cafe",Operational,11.08,20
EV1242,Chennai Metro Station - 13,Exicom,Chennai,Tamil Nadu,12.979106,80.134704,Metro Station,Bharat AC-001,3.3,2,9 AM - 9 PM,"App, Card, UPI","WiFi, Cafe",Operational,14.67,50
EV1243,Chennai Hotel - 14,Reliance BP,Chennai,Tamil Nadu,13.132779,80.235042,Hotel,AC Type 2,7.4,4,8 AM - 10 PM,"App, Card, UPI",WiFi,Operational,9.07,50
EV1244,Chennai Office Complex - 15,Tata Power EZ Charge,Chennai,Tamil Nadu,12.998497,80.213456,Office Complex,Bharat DC-001,100.0,2,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe",Operational,9.48,0
EV1245,Chennai Tech Park - 16,IOCL,Chennai,Tamil Nadu,12.934693,80.249226,Tech Park,Bharat DC-001,60.0,1,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe, Restroom",Operational,9.47,50
EV1246,Chennai Tech Park - 17,Statiq,Chennai,Tamil Nadu,13.097978,80.130982,Tech Park,CHAdeMO,100.0,1,9 AM - 9 PM,"App, Card, UPI",None,Operational,9.24,0
EV1247,Chennai Hospital - 18,Kazam EV,Chennai,Tamil Nadu,13.130053,80.147047,Hospital,CCS2,60.0,3,24/7,"App, Card, UPI","WiFi, Cafe",Operational,12.9,30
EV1248,Chennai Office Complex - 19,Ather Grid,Chennai,Tamil Nadu,12.943247,80.278595,Office Complex,Bharat DC-001,50.0,2,6 AM - 11 PM,"App, Card, UPI","Cafe, Waiting Area",Operational,10.3,0
EV1249,Chennai Metro Station - 20,Kazam EV,Chennai,Tamil Nadu,12.967592,80.16419,Metro Station,CCS2,50.0,3,6 AM - 11 PM,"App, Card, UPI",None,Operational,8.67,30
EV1250,Chennai Airport - 21,BPCL,Chennai,Tamil Nadu,13.119407,80.203466,Airport,Bharat AC-001,22.0,3,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,10.55,30
EV1251,Chennai Tourist Spot - 22,Kazam EV,Chennai,Tamil Nadu,13.185879,80.154537,Tourist Spot,CCS2,50.0,3,24/7,"App, Card, UPI","WiFi, Restroom",Operational,14.38,30
EV1252,Chennai Office Complex - 23,Ather Grid,Chennai,Tamil Nadu,13.122348,80.183798,Office Complex,CCS2,60.0,2,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,14.13,20
EV1253,Chennai Restaurant - 24,Kazam EV,Chennai,Tamil Nadu,12.907284,80.267455,Restaurant,CHAdeMO,60.0,4,9 AM - 9 PM,"App, Card, UPI",Waiting Area,Operational,12.67,30
EV1254,Chennai Metro Station - 25,HPCL,Chennai,Tamil Nadu,13.009514,80.110384,Metro Station,CHAdeMO,60.0,1,24/7,"App, Card, UPI",Cafe,Operational,10.96,50
EV1255,Chennai Residential Complex - 26,Ola Electric,Chennai,Tamil Nadu,13.001909,80.175244,Residential Complex,Bharat DC-001,50.0,3,24/7,"App, Card, UPI",None,Operational,14.41,0
EV1256,Chennai Tech Park - 27,Statiq,Chennai,Tamil Nadu,13.03113,80.114889,Tech Park,CHAdeMO,25.0,3,24/7,"App, Card, UPI",Cafe,Operational,14.58,0
EV1257,Chennai Residential Complex - 28,HPCL,Chennai,Tamil Nadu,13.168172,80.188177,Residential Complex,CHAdeMO,150.0,4,8 AM - 10 PM,"App, Card, UPI",Waiting Area,Operational,9.59,30
EV1258,Chennai Highway Rest Stop - 29,Magenta Power,Chennai,Tamil Nadu,13.182795,80.151533,Highway Rest Stop,AC Type 2,22.0,3,9 AM - 9 PM,"App, Card, UPI",None,Operational,11.09,50
EV1259,Chennai Tourist Spot - 30,Exicom,Chennai,Tamil Nadu,12.952525,80.268302,Tourist Spot,AC Type 2,11.0,2,6 AM - 11 PM,"App, Card, UPI","WiFi, Restroom, Waiting Area",Operational,11.48,50
EV1260,Chennai Restaurant - 31,IOCL,Chennai,Tamil Nadu,13.11905,80.175419,Restaurant,AC Type 2,7.4,3,24/7,"App, Card, UPI",WiFi,Operational,13.92,0
EV1261,Chennai Metro Station - 32,Tata Power EZ Charge,Chennai,Tamil Nadu,13.055885,80.143628,Metro Station,CHAdeMO,60.0,2,8 AM - 10 PM,"App, Card, UPI",Cafe,Operational,9.77,0
EV1262,Chennai Tourist Spot - 33,Reliance BP,Chennai,Tamil Nadu,12.976633,80.262045,Tourist Spot,AC Type 2,3.3,1,8 AM - 10 PM,"App, Card, UPI",Cafe,Operational,13.47,0
EV1263,Chennai Petrol Pump - 34,Reliance BP,Chennai,Tamil Nadu,13.169617,80.188094,Petrol Pump,CHAdeMO,100.0,3,6 AM - 11 PM,"App, Card, UPI",Waiting Area,Operational,11.85,50
EV1264,Chennai Residential Complex - 35,BPCL,Chennai,Tamil Nadu,12.987138,80.269896,Residential Complex,CCS2,150.0,3,24/7,"App, Card, UPI",WiFi,Operational,11.36,30
EV1265,Chennai Shopping Mall - 36,Ather Grid,Chennai,Tamil Nadu,13.04229,80.275856,Shopping Mall,AC Type 2,22.0,2,6 AM - 11 PM,"App, Card, UPI",Cafe,Operational,14.59,0
EV1266,Chennai Highway Rest Stop - 37,BPCL,Chennai,Tamil Nadu,13.009072,80.150369,Highway Rest Stop,CHAdeMO,25.0,2,6 AM - 11 PM,"App, Card, UPI",None,Operational,13.92,0
EV1267,Chennai Office Complex - 38,Magenta Power,Chennai,Tamil Nadu,12.979589,80.228715,Office Complex,AC Type 2,3.3,4,6 AM - 11 PM,"App, Card, UPI","WiFi, Restroom",Operational,10.36,30
EV1268,Ahmedabad Hospital - 1,Revolt Motors,Ahmedabad,Gujarat,23.059925,72.46704,Hospital,CCS2,60.0,2,24/7,"App, Card, UPI",Cafe,Operational,10.77,0
EV1269,Ahmedabad Restaurant - 2,Kazam EV,Ahmedabad,Gujarat,23.117191,72.646564,Restaurant,CCS2,100.0,3,24/7,"App, Card, UPI","WiFi, Restroom, Waiting Area",Operational,14.4,30
EV1270,Ahmedabad Office Complex - 3,Exicom,Ahmedabad,Gujarat,23.092141,72.546531,Office Complex,Bharat DC-001,60.0,3,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe",Operational,10.24,30
EV1271,Ahmedabad Tech Park - 4,Ola Electric,Ahmedabad,Gujarat,23.177463,72.665574,Tech Park,CCS2,60.0,3,6 AM - 11 PM,"App, Card, UPI",None,Operational,14.68,0
EV1272,Ahmedabad Tourist Spot - 5,Statiq,Ahmedabad,Gujarat,23.170564,72.580227,Tourist Spot,AC Type 2,11.0,6,24/7,"App, Card, UPI","Restroom, Waiting Area",Operational,13.05,30
EV1273,Ahmedabad Metro Station - 6,BluSmart,Ahmedabad,Gujarat,23.104197,72.57235,Metro Station,CCS2,150.0,2,8 AM - 10 PM,"App, Card, UPI",Waiting Area,Operational,12.86,50
EV1274,Ahmedabad Tourist Spot - 7,BluSmart,Ahmedabad,Gujarat,23.180039,72.696659,Tourist Spot,Bharat AC-001,7.4,4,6 AM - 11 PM,"App, Card, UPI",Cafe,Operational,8.47,50
EV1275,Ahmedabad Petrol Pump - 8,Ola Electric,Ahmedabad,Gujarat,22.930192,72.462444,Petrol Pump,Bharat DC-001,60.0,2,6 AM - 11 PM,"App, Card, UPI",Cafe,Operational,9.09,0
EV1276,Ahmedabad Restaurant - 9,Ather Grid,Ahmedabad,Gujarat,23.101622,72.467122,Restaurant,Bharat DC-001,100.0,4,8 AM - 10 PM,"App, Card, UPI","WiFi, Restroom",Operational,13.33,20
EV1277,Ahmedabad Hotel - 10,Revolt Motors,Ahmedabad,Gujarat,23.060605,72.427919,Hotel,CCS2,150.0,3,6 AM - 11 PM,"App, Card, UPI","Cafe, Waiting Area",Operational,12.01,20
EV1278,Ahmedabad Petrol Pump - 11,BluSmart,Ahmedabad,Gujarat,23.011201,72.598321,Petrol Pump,AC Type 2,22.0,2,6 AM - 11 PM,"App, Card, UPI","WiFi, Restroom",Operational,9.29,20
EV1279,Ahmedabad Petrol Pump - 12,Magenta Power,Ahmedabad,Gujarat,23.038091,72.497538,Petrol Pump,AC Type 2,11.0,3,6 AM - 11 PM,"App, Card, UPI",Restroom,Operational,13.11,30
EV1280,Ahmedabad Metro Station - 13,Statiq,Ahmedabad,Gujarat,22.981852,72.695508,Metro Station,CHAdeMO,100.0,3,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,8.64,20
EV1281,Ahmedabad Highway Rest Stop - 14,Reliance BP,Ahmedabad,Gujarat,23.113106,72.644194,Highway Rest Stop,Bharat AC-001,7.4,4,6 AM - 11 PM,"App, Card, UPI",None,Operational,8.23,50
EV1282,Ahmedabad Tourist Spot - 15,Magenta Power,Ahmedabad,Gujarat,23.177217,72.664767,Tourist Spot,CHAdeMO,25.0,3,24/7,"App, Card, UPI",WiFi,Operational,12.31,50
EV1283,Ahmedabad Highway Rest Stop - 16,HPCL,Ahmedabad,Gujarat,23.166967,72.487596,Highway Rest Stop,Bharat AC-001,11.0,3,8 AM - 10 PM,"App, Card, UPI","Cafe, Restroom",Operational,14.32,50
EV1284,Ahmedabad Highway Rest Stop - 17,Ola Electric,Ahmedabad,Gujarat,23.087356,72.656373,Highway Rest Stop,CHAdeMO,50.0,2,24/7,"App, Card, UPI",None,Operational,10.17,20
EV1285,Ahmedabad Tech Park - 18,Exicom,Ahmedabad,Gujarat,23.018886,72.55886,Tech Park,Bharat DC-001,100.0,2,24/7,"App, Card, UPI","WiFi, Restroom, Waiting Area",Operational,10.14,0
EV1286,Ahmedabad Tourist Spot - 19,Tata Power EZ Charge,Ahmedabad,Gujarat,22.942329,72.425451,Tourist Spot,Bharat DC-001,60.0,1,8 AM - 10 PM,"App, Card, UPI","WiFi, Waiting Area",Operational,13.85,30
EV1287,Ahmedabad Tourist Spot - 20,Kazam EV,Ahmedabad,Gujarat,22.918253,72.477032,Tourist Spot,Bharat AC-001,7.4,2,24/7,"App, Card, UPI","WiFi, Restroom",Operational,9.46,50
EV1288,Ahmedabad Airport - 21,Kazam EV,Ahmedabad,Gujarat,23.173024,72.498715,Airport,Bharat AC-001,22.0,2,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,13.24,20
EV1289,Ahmedabad Petrol Pump - 22,HPCL,Ahmedabad,Gujarat,22.925093,72.570724,Petrol Pump,CCS2,50.0,2,6 AM - 11 PM,"App, Card, UPI",Restroom,Operational,12.58,50
EV1290,Ahmedabad Hotel - 23,ChargeZone,Ahmedabad,Gujarat,22.96928,72.644313,Hotel,Bharat DC-001,25.0,1,24/7,"App, Card, UPI","Restroom, Waiting Area",Operational,11.34,20
EV1291,Ahmedabad Hospital - 24,Kazam EV,Ahmedabad,Gujarat,22.903475,72.69143,Hospital,AC Type 2,7.4,2,6 AM - 11 PM,"App, Card, UPI",None,Operational,13.15,50
EV1292,Ahmedabad Shopping Mall - 25,HPCL,Ahmedabad,Gujarat,22.949363,72.412433,Shopping Mall,Bharat AC-001,22.0,1,24/7,"App, Card, UPI",WiFi,Operational,8.52,50
EV1293,Ahmedabad Tourist Spot - 26,Ather Grid,Ahmedabad,Gujarat,23.174585,72.536076,Tourist Spot,CHAdeMO,150.0,2,24/7,"App, Card, UPI","WiFi, Cafe",Operational,12.7,0
EV1294,Ahmedabad Petrol Pump - 27,Magenta Power,Ahmedabad,Gujarat,23.069181,72.57185,Petrol Pump,Bharat DC-001,25.0,3,6 AM - 11 PM,"App, Card, UPI",Waiting Area,Operational,12.89,20
EV1295,Ahmedabad Office Complex - 28,Ola Electric,Ahmedabad,Gujarat,22.990512,72.678888,Office Complex,CHAdeMO,25.0,3,24/7,"App, Card, UPI",Cafe,Operational,10.7,50
EV1296,Ahmedabad Petrol Pump - 29,Revolt Motors,Ahmedabad,Gujarat,23.017694,72.59973,Petrol Pump,CCS2,25.0,2,6 AM - 11 PM,"App, Card, UPI",WiFi,Under Maintenance,13.35,30
EV1297,Ahmedabad Hospital - 30,Statiq,Ahmedabad,Gujarat,22.992772,72.583075,Hospital,Bharat AC-001,11.0,2,8 AM - 10 PM,"App, Card, UPI",None,Operational,13.44,20
EV1298,Kolkata Tech Park - 1,BPCL,Kolkata,West Bengal,22.65569,88.455292,Tech Park,AC Type 2,7.4,1,9 AM - 9 PM,"App, Card, UPI","WiFi, Cafe",Operational,11.28,30
EV1299,Kolkata Tech Park - 2,Ola Electric,Kolkata,West Bengal,22.52479,88.386337,Tech Park,Bharat AC-001,22.0,2,24/7,"App, Card, UPI","Cafe, Restroom",Operational,14.72,0
EV1300,Kolkata Restaurant - 3,Tata Power EZ Charge,Kolkata,West Bengal,22.681524,88.238002,Restaurant,CCS2,25.0,2,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,10.05,30
EV1301,Kolkata Tourist Spot - 4,Kazam EV,Kolkata,West Bengal,22.591502,88.264051,Tourist Spot,CCS2,150.0,3,8 AM - 10 PM,"App, Card, UPI","Cafe, Restroom",Operational,14.7,0
EV1302,Kolkata Highway Rest Stop - 5,Tata Power EZ Charge,Kolkata,West Bengal,22.470384,88.315142,Highway Rest Stop,AC Type 2,7.4,3,24/7,"App, Card, UPI","WiFi, Restroom",Operational,9.16,20
EV1303,Kolkata Shopping Mall - 6,Statiq,Kolkata,West Bengal,22.462801,88.295231,Shopping Mall,AC Type 2,7.4,2,9 AM - 9 PM,"App, Card, UPI",None,Operational,12.16,50
EV1304,Kolkata Highway Rest Stop - 7,HPCL,Kolkata,West Bengal,22.518119,88.497911,Highway Rest Stop,AC Type 2,11.0,3,24/7,"App, Card, UPI",WiFi,Operational,13.65,20
EV1305,Kolkata Residential Complex - 8,BluSmart,Kolkata,West Bengal,22.559123,88.492072,Residential Complex,AC Type 2,11.0,1,8 AM - 10 PM,"App, Card, UPI","WiFi, Cafe",Operational,9.84,0
EV1306,Kolkata Tech Park - 9,Kazam EV,Kolkata,West Bengal,22.489911,88.216399,Tech Park,Bharat DC-001,25.0,1,8 AM - 10 PM,"App, Card, UPI",None,Operational,9.71,30
EV1307,Kolkata Residential Complex - 10,Ola Electric,Kolkata,West Bengal,22.47538,88.389651,Residential Complex,CHAdeMO,150.0,1,6 AM - 11 PM,"App, Card, UPI","WiFi, Waiting Area",Operational,14.29,30
EV1308,Kolkata Petrol Pump - 11,BluSmart,Kolkata,West Bengal,22.610921,88.327188,Petrol Pump,CCS2,100.0,2,24/7,"App, Card, UPI",None,Operational,13.41,0
EV1309,Kolkata Airport - 12,Fortum Charge & Drive,Kolkata,West Bengal,22.648561,88.475334,Airport,CHAdeMO,100.0,2,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe",Operational,11.22,20
EV1310,Kolkata Office Complex - 13,BluSmart,Kolkata,West Bengal,22.631191,88.459566,Office Complex,CHAdeMO,25.0,1,8 AM - 10 PM,"App, Card, UPI",Cafe,Operational,11.62,50
EV1311,Kolkata Airport - 14,BluSmart,Kolkata,West Bengal,22.528172,88.394027,Airport,Bharat DC-001,50.0,3,24/7,"App, Card, UPI",Cafe,Operational,11.3,50
EV1312,Kolkata Airport - 15,Magenta Power,Kolkata,West Bengal,22.507125,88.323905,Airport,Bharat DC-001,60.0,1,6 AM - 11 PM,"App, Card, UPI",None,Operational,11.45,20
EV1313,Kolkata Hotel - 16,Ola Electric,Kolkata,West Bengal,22.59498,88.414361,Hotel,Bharat DC-001,60.0,2,24/7,"App, Card, UPI",Waiting Area,Operational,9.34,20
EV1314,Kolkata Shopping Mall - 17,Magenta Power,Kolkata,West Bengal,22.427552,88.269036,Shopping Mall,Bharat DC-001,50.0,2,8 AM - 10 PM,"App, Card, UPI",WiFi,Operational,9.15,0
EV1315,Kolkata Highway Rest Stop - 18,Magenta Power,Kolkata,West Bengal,22.421523,88.420445,Highway Rest Stop,CHAdeMO,100.0,1,24/7,"App, Card, UPI",Restroom,Operational,11.96,50
EV1316,Kolkata Metro Station - 19,Fortum Charge & Drive,Kolkata,West Bengal,22.610819,88.337522,Metro Station,CCS2,25.0,2,24/7,"App, Card, UPI",None,Operational,8.63,20
EV1317,Kolkata Highway Rest Stop - 20,Tata Power EZ Charge,Kolkata,West Bengal,22.576489,88.290239,Highway Rest Stop,CCS2,100.0,2,24/7,"App, Card, UPI","WiFi, Restroom, Waiting Area",Operational,14.81,20
EV1318,Kolkata Shopping Mall - 21,Reliance BP,Kolkata,West Bengal,22.486447,88.361112,Shopping Mall,Bharat AC-001,11.0,1,24/7,"App, Card, UPI","Cafe, Restroom",Operational,14.74,30
EV1319,Kolkata Airport - 22,HPCL,Kolkata,West Bengal,22.444229,88.361519,Airport,Bharat DC-001,25.0,3,8 AM - 10 PM,"App, Card, UPI",Cafe,Operational,13.21,50
EV1320,Kolkata Tourist Spot - 23,Revolt Motors,Kolkata,West Bengal,22.583284,88.399811,Tourist Spot,CCS2,50.0,6,8 AM - 10 PM,"App, Card, UPI",WiFi,Operational,13.19,50
EV1321,Kolkata Restaurant - 24,IOCL,Kolkata,West Bengal,22.556406,88.31791,Restaurant,CHAdeMO,150.0,1,24/7,"App, Card, UPI","WiFi, Cafe, Waiting Area",Operational,8.48,0
EV1322,Kolkata Hotel - 25,Reliance BP,Kolkata,West Bengal,22.660253,88.386043,Hotel,Bharat AC-001,11.0,3,6 AM - 11 PM,"App, Card, UPI","WiFi, Restroom",Operational,10.41,20
EV1323,Kolkata Airport - 26,Revolt Motors,Kolkata,West Bengal,22.571113,88.291206,Airport,Bharat AC-001,11.0,2,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,8.12,30
EV1324,Kolkata Residential Complex - 27,BluSmart,Kolkata,West Bengal,22.581657,88.2412,Residential Complex,CCS2,50.0,2,8 AM - 10 PM,"App, Card, UPI",Cafe,Operational,12.53,50
EV1325,Kolkata Metro Station - 28,ChargeZone,Kolkata,West Bengal,22.681659,88.219388,Metro Station,CHAdeMO,60.0,2,24/7,"App, Card, UPI","WiFi, Waiting Area",Operational,13.88,0
EV1326,Jaipur Residential Complex - 1,BluSmart,Jaipur,Rajasthan,26.843609,75.717075,Residential Complex,Bharat DC-001,25.0,8,9 AM - 9 PM,"App, Card, UPI","WiFi, Restroom, Waiting Area",Operational,8.79,0
EV1327,Jaipur Tech Park - 2,Ather Grid,Jaipur,Rajasthan,26.840572,75.789103,Tech Park,CCS2,50.0,1,24/7,"App, Card, UPI",Cafe,Operational,11.03,50
EV1328,Jaipur Shopping Mall - 3,Ola Electric,Jaipur,Rajasthan,26.897463,75.770598,Shopping Mall,CHAdeMO,25.0,1,9 AM - 9 PM,"App, Card, UPI","WiFi, Cafe, Waiting Area",Operational,10.42,30
EV1329,Jaipur Petrol Pump - 4,Kazam EV,Jaipur,Rajasthan,26.999158,75.869828,Petrol Pump,CCS2,25.0,2,8 AM - 10 PM,"App, Card, UPI","WiFi, Waiting Area",Operational,13.05,0
EV1330,Jaipur Hospital - 5,Tata Power EZ Charge,Jaipur,Rajasthan,26.90181,75.722695,Hospital,Bharat DC-001,60.0,2,24/7,"App, Card, UPI",WiFi,Operational,14.46,0
EV1331,Jaipur Hotel - 6,HPCL,Jaipur,Rajasthan,26.868932,75.830277,Hotel,CHAdeMO,25.0,6,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe",Operational,9.78,0
EV1332,Jaipur Airport - 7,IOCL,Jaipur,Rajasthan,26.905846,75.798188,Airport,Bharat AC-001,11.0,1,6 AM - 11 PM,"App, Card, UPI",Restroom,Operational,10.43,30
EV1333,Jaipur Shopping Mall - 8,Reliance BP,Jaipur,Rajasthan,26.903904,75.742588,Shopping Mall,Bharat DC-001,25.0,6,8 AM - 10 PM,"App, Card, UPI","WiFi, Cafe",Operational,8.13,30
EV1334,Jaipur Restaurant - 9,Kazam EV,Jaipur,Rajasthan,26.805545,75.858285,Restaurant,AC Type 2,11.0,4,6 AM - 11 PM,"App, Card, UPI","WiFi, Restroom",Operational,12.75,30
EV1335,Jaipur Hotel - 10,HPCL,Jaipur,Rajasthan,26.916413,75.744561,Hotel,Bharat AC-001,11.0,2,6 AM - 11 PM,"App, Card, UPI",None,Operational,10.14,30
EV1336,Jaipur Office Complex - 11,HPCL,Jaipur,Rajasthan,26.834351,75.715797,Office Complex,AC Type 2,11.0,2,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,13.13,50
EV1337,Jaipur Shopping Mall - 12,Reliance BP,Jaipur,Rajasthan,26.960631,75.875929,Shopping Mall,CHAdeMO,100.0,8,8 AM - 10 PM,"App, Card, UPI",Cafe,Operational,12.25,50
EV1338,Jaipur Tourist Spot - 13,Fortum Charge & Drive,Jaipur,Rajasthan,26.916959,75.736022,Tourist Spot,Bharat AC-001,22.0,2,24/7,"App, Card, UPI",WiFi,Operational,12.78,50
EV1339,Jaipur Petrol Pump - 14,Ola Electric,Jaipur,Rajasthan,26.820523,75.781941,Petrol Pump,AC Type 2,22.0,2,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe",Operational,13.72,0
EV1340,Jaipur Hospital - 15,BluSmart,Jaipur,Rajasthan,26.961194,75.721607,Hospital,Bharat DC-001,60.0,3,6 AM - 11 PM,"App, Card, UPI",Waiting Area,Operational,8.7,20
EV1341,Jaipur Hospital - 16,Kazam EV,Jaipur,Rajasthan,26.974308,75.899963,Hospital,Bharat DC-001,60.0,2,9 AM - 9 PM,"App, Card, UPI","WiFi, Waiting Area",Operational,10.4,50
