station_id,station_name,network,city,state,latitude,longitude,location_type,charger_type,power_kw,num_chargers,operating_hours,payment_methods,amenities,status,cost_per_unit,parking_fee
EV1342,Jaipur Residential Complex - 17,HPCL,Jaipur,Rajasthan,26.898245,75.876262,Residential Complex,CCS2,100.0,3,8 AM - 10 PM,"App, Card, UPI",WiFi,Operational,13.9,0
EV1343,Jaipur Restaurant - 18,BluSmart,Jaipur,Rajasthan,26.978452,75.885772,Restaurant,CCS2,50.0,3,6 AM - 11 PM,"App, Card, UPI","WiFi, Waiting Area",Operational,14.12,0
EV1344,Jaipur Tech Park - 19,Ola Electric,Jaipur,Rajasthan,26.998101,75.748646,Tech Park,Bharat DC-001,100.0,2,8 AM - 10 PM,"App, Card, UPI","WiFi, Waiting Area",Operational,10.45,0
EV1345,Jaipur Hotel - 20,ChargeZone,Jaipur,Rajasthan,26.903649,75.727346,Hotel,Bharat AC-001,11.0,2,8 AM - 10 PM,"App, Card, UPI",WiFi,Operational,10.75,20
EV1346,Jaipur Tourist Spot - 21,Exicom,Jaipur,Rajasthan,26.821904,75.87172,Tourist Spot,Bharat DC-001,25.0,1,9 AM - 9 PM,"App, Card, UPI",None,Operational,11.53,30
EV1347,Jaipur Metro Station - 22,Kazam EV,Jaipur,Rajasthan,26.863989,75.736345,Metro Station,Bharat AC-001,7.4,8,6 AM - 11 PM,"App, Card, UPI","WiFi, Restroom",Operational,14.15,50
EV1348,Jaipur Tourist Spot - 23,Fortum Charge & Drive,Jaipur,Rajasthan,26.841612,75.794566,Tourist Spot,CHAdeMO,25.0,2,6 AM - 11 PM,"App, Card, UPI",Restroom,Operational,12.24,0
EV1349,Jaipur Metro Station - 24,Statiq,Jaipur,Rajasthan,26.880974,75.747533,Metro Station,Bharat DC-001,50.0,1,9 AM - 9 PM,"App, Card, UPI","WiFi, Cafe",Operational,14.96,30
EV1350,Jaipur Office Complex - 25,IOCL,Jaipur,Rajasthan,26.935219,75.758331,Office Complex,Bharat AC-001,22.0,3,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe, Restroom",Operational,12.13,20
EV1351,Surat Tech Park - 1,Fortum Charge & Drive,Surat,Gujarat,21.106889,72.888983,Tech Park,Bharat AC-001,22.0,3,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,10.53,50
EV1352,Surat Shopping Mall - 2,Revolt Motors,Surat,Gujarat,21.206961,72.793085,Shopping Mall,AC Type 2,3.3,2,6 AM - 11 PM,"App, Card, UPI",None,Operational,14.91,0
EV1353,Surat Hotel - 3,Statiq,Surat,Gujarat,21.271153,72.70468,Hotel,CCS2,60.0,8,6 AM - 11 PM,"App, Card, UPI",None,Operational,14.47,20
EV1354,Surat Residential Complex - 4,BluSmart,Surat,Gujarat,21.27651,72.882925,Residential Complex,AC Type 2,11.0,4,6 AM - 11 PM,"App, Card, UPI",None,Operational,11.07,50
EV1355,Surat Office Complex - 5,Exicom,Surat,Gujarat,21.170901,72.798697,Office Complex,CHAdeMO,100.0,3,6 AM - 11 PM,"App, Card, UPI",None,Operational,14.14,50
EV1356,Surat Metro Station - 6,HPCL,Surat,Gujarat,21.297465,72.825682,Metro Station,Bharat AC-001,11.0,2,8 AM - 10 PM,"App, Card, UPI","WiFi, Restroom",Operational,11.9,30
EV1357,Surat Highway Rest Stop - 7,HPCL,Surat,Gujarat,21.10929,72.841748,Highway Rest Stop,CHAdeMO,100.0,3,8 AM - 10 PM,"App, Card, UPI","WiFi, Restroom",Operational,13.47,20
EV1358,Surat Restaurant - 8,Tata Power EZ Charge,Surat,Gujarat,21.145487,72.875334,Restaurant,CCS2,50.0,1,9 AM - 9 PM,"App, Card, UPI","WiFi, Waiting Area",Operational,10.5,50
EV1359,Surat Highway Rest Stop - 9,Statiq,Surat,Gujarat,21.102766,72.89583,Highway Rest Stop,AC Type 2,3.3,1,8 AM - 10 PM,"App, Card, UPI",Cafe,Operational,12.04,30
EV1360,Surat Shopping Mall - 10,Exicom,Surat,Gujarat,21.183331,72.778401,Shopping Mall,CCS2,100.0,8,24/7,"App, Card, UPI","WiFi, Cafe",Operational,9.71,0
EV1361,Surat Hotel - 11,Ola Electric,Surat,Gujarat,21.266574,72.815304,Hotel,CHAdeMO,60.0,2,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,9.77,30
EV1362,Surat Shopping Mall - 12,Reliance BP,Surat,Gujarat,21.227382,72.742296,Shopping Mall,Bharat AC-001,7.4,8,6 AM - 11 PM,"App, Card, UPI",Cafe,Operational,14.7,50
EV1363,Surat Hotel - 13,IOCL,Surat,Gujarat,21.162834,72.807238,Hotel,AC Type 2,3.3,2,9 AM - 9 PM,"App, Card, UPI",WiFi,Operational,13.2,20
EV1364,Surat Metro Station - 14,IOCL,Surat,Gujarat,21.11151,72.879112,Metro Station,CCS2,60.0,2,9 AM - 9 PM,"App, Card, UPI","WiFi, Cafe",Operational,13.5,0
EV1365,Surat Shopping Mall - 15,ChargeZone,Surat,Gujarat,21.179494,72.888691,Shopping Mall,Bharat DC-001,150.0,3,9 AM - 9 PM,"App, Card, UPI","Cafe, Waiting Area",Operational,11.43,50
EV1366,Surat Metro Station - 16,Revolt Motors,Surat,Gujarat,21.271639,72.755415,Metro Station,Bharat DC-001,150.0,2,24/7,"App, Card, UPI","WiFi, Restroom",Operational,12.27,0
EV1367,Surat Office Complex - 17,BluSmart,Surat,Gujarat,21.108106,72.800403,Office Complex,Bharat AC-001,22.0,1,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,10.57,50
EV1368,Surat Airport - 18,ChargeZone,Surat,Gujarat,21.201667,72.725313,Airport,Bharat DC-001,25.0,2,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe, Restroom",Operational,13.94,20
EV1369,Surat Airport - 19,BluSmart,Surat,Gujarat,21.187547,72.857747,Airport,Bharat DC-001,100.0,4,6 AM - 11 PM,"App, Card, UPI","WiFi, Restroom",Operational,13.68,0
EV1370,Surat Tourist Spot - 20,HPCL,Surat,Gujarat,21.18635,72.882775,Tourist Spot,Bharat DC-001,60.0,3,24/7,"App, Card, UPI",WiFi,Operational,8.04,30
EV1371,Surat Tourist Spot - 21,ChargeZone,Surat,Gujarat,21.235029,72.869149,Tourist Spot,AC Type 2,7.4,1,8 AM - 10 PM,"App, Card, UPI",WiFi,Operational,9.61,50
EV1372,Surat Office Complex - 22,Tata Power EZ Charge,Surat,Gujarat,21.237992,72.843427,Office Complex,CCS2,150.0,1,8 AM - 10 PM,"App, Card, UPI","WiFi, Cafe",Operational,11.98,30
EV1373,Chandigarh Highway Rest Stop - 1,Ather Grid,Chandigarh,Chandigarh,30.756195,76.703393,Highway Rest Stop,CCS2,100.0,1,8 AM - 10 PM,"App, Card, UPI",None,Operational,10.22,30
EV1374,Chandigarh Residential Complex - 2,Kazam EV,Chandigarh,Chandigarh,30.714075,76.741237,Residential Complex,CHAdeMO,50.0,1,9 AM - 9 PM,"App, Card, UPI",WiFi,Operational,10.92,30
EV1375,Chandigarh Airport - 3,Ather Grid,Chandigarh,Chandigarh,30.672614,76.795989,Airport,CHAdeMO,100.0,3,8 AM - 10 PM,"App, Card, UPI","WiFi, Cafe",Operational,14.23,50
EV1376,Chandigarh Petrol Pump - 4,BluSmart,Chandigarh,Chandigarh,30.69382,76.854325,Petrol Pump,CCS2,60.0,4,24/7,"App, Card, UPI",Cafe,Operational,14.14,30
EV1377,Chandigarh Tech Park - 5,HPCL,Chandigarh,Chandigarh,30.744038,76.732997,Tech Park,CHAdeMO,60.0,3,24/7,"App, Card, UPI","WiFi, Cafe",Operational,14.83,50
EV1378,Chandigarh Airport - 6,Revolt Motors,Chandigarh,Chandigarh,30.627929,76.837825,Airport,CCS2,100.0,2,24/7,"App, Card, UPI","Cafe, Waiting Area",Operational,9.2,50
EV1379,Chandigarh Office Complex - 7,Exicom,Chandigarh,Chandigarh,30.695653,76.838084,Office Complex,Bharat DC-001,60.0,2,6 AM - 11 PM,"App, Card, UPI","WiFi, Waiting Area",Operational,12.63,50
EV1380,Chandigarh Office Complex - 8,HPCL,Chandigarh,Chandigarh,30.692485,76.827037,Office Complex,Bharat DC-001,25.0,1,8 AM - 10 PM,"App, Card, UPI",None,Operational,8.43,20
EV1381,Chandigarh Tech Park - 9,ChargeZone,Chandigarh,Chandigarh,30.782895,76.867658,Tech Park,AC Type 2,11.0,3,24/7,"App, Card, UPI",None,Operational,10.32,20
EV1382,Chandigarh Shopping Mall - 10,HPCL,Chandigarh,Chandigarh,30.743652,76.8455,Shopping Mall,AC Type 2,7.4,2,6 AM - 11 PM,"App, Card, UPI",None,Operational,9.86,50
EV1383,Chandigarh Metro Station - 11,Fortum Charge & Drive,Chandigarh,Chandigarh,30.669251,76.874439,Metro Station,Bharat AC-001,11.0,1,8 AM - 10 PM,"App, Card, UPI",WiFi,Operational,10.23,0
EV1384,Chandigarh Metro Station - 12,BluSmart,Chandigarh,Chandigarh,30.687256,76.748594,Metro Station,Bharat AC-001,3.3,1,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe",Operational,13.0,50
EV1385,Chandigarh Highway Rest Stop - 13,Revolt Motors,Chandigarh,Chandigarh,30.753307,76.895195,Highway Rest Stop,CHAdeMO,60.0,2,8 AM - 10 PM,"App, Card, UPI",WiFi,Operational,14.22,20
EV1386,Chandigarh Residential Complex - 14,Revolt Motors,Chandigarh,Chandigarh,30.760346,76.790823,Residential Complex,AC Type 2,11.0,2,24/7,"App, Card, UPI",None,Operational,8.27,50
EV1387,Chandigarh Metro Station - 15,Ather Grid,Chandigarh,Chandigarh,30.742759,76.703863,Metro Station,CCS2,150.0,2,24/7,"App, Card, UPI",WiFi,Operational,10.72,50
EV1388,Chandigarh Tourist Spot - 16,BluSmart,Chandigarh,Chandigarh,30.64707,76.880535,Tourist Spot,CHAdeMO,50.0,2,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,14.89,30
EV1389,Chandigarh Petrol Pump - 17,Exicom,Chandigarh,Chandigarh,30.64367,76.875996,Petrol Pump,AC Type 2,22.0,2,24/7,"App, Card, UPI","WiFi, Restroom",Operational,9.66,0
EV1390,Chandigarh Residential Complex - 18,Ola Electric,Chandigarh,Chandigarh,30.694757,76.701968,Residential Complex,Bharat AC-001,22.0,1,24/7,"App, Card, UPI","WiFi, Cafe, Restroom",Operational,12.27,0
EV1391,Chandigarh Residential Complex - 19,HPCL,Chandigarh,Chandigarh,30.636772,76.799008,Residential Complex,AC Type 2,3.3,2,24/7,"App, Card, UPI","Cafe, Waiting Area",Operational,12.05,20
EV1392,Chandigarh Office Complex - 20,Ather Grid,Chandigarh,Chandigarh,30.728379,76.899693,Office Complex,Bharat AC-001,7.4,1,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,13.7,30
EV1393,Lucknow Petrol Pump - 1,Revolt Motors,Lucknow,Uttar Pradesh,26.806713,80.911515,Petrol Pump,Bharat AC-001,22.0,2,9 AM - 9 PM,"App, Card, UPI","WiFi, Restroom",Operational,13.93,50
EV1394,Lucknow Hospital - 2,ChargeZone,Lucknow,Uttar Pradesh,26.894393,81.058842,Hospital,AC Type 2,3.3,2,6 AM - 11 PM,"App, Card, UPI",None,Operational,11.21,30
EV1395,Lucknow Petrol Pump - 3,Statiq,Lucknow,Uttar Pradesh,26.866515,80.863269,Petrol Pump,Bharat AC-001,7.4,3,24/7,"App, Card, UPI","WiFi, Cafe",Operational,8.46,30
EV1396,Lucknow Hospital - 4,BPCL,Lucknow,Uttar Pradesh,26.793578,80.876675,Hospital,Bharat AC-001,7.4,3,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe",Operational,13.62,50
EV1397,Lucknow Tech Park - 5,BPCL,Lucknow,Uttar Pradesh,26.840775,80.999561,Tech Park,AC Type 2,3.3,3,24/7,"App, Card, UPI","WiFi, Cafe",Operational,14.26,30
EV1398,Lucknow Office Complex - 6,Fortum Charge & Drive,Lucknow,Uttar Pradesh,26.757043,81.012985,Office Complex,Bharat AC-001,3.3,4,8 AM - 10 PM,"App, Card, UPI",Restroom,Operational,9.78,50
EV1399,Lucknow Hospital - 7,IOCL,Lucknow,Uttar Pradesh,26.727558,80.907213,Hospital,Bharat DC-001,60.0,2,6 AM - 11 PM,"App, Card, UPI","Cafe, Restroom",Operational,14.42,20
EV1400,Lucknow Hospital - 8,Fortum Charge & Drive,Lucknow,Uttar Pradesh,26.766246,81.072976,Hospital,AC Type 2,3.3,2,9 AM - 9 PM,"App, Card, UPI",WiFi,Operational,13.37,50
EV1401,Lucknow Hospital - 9,Ather Grid,Lucknow,Uttar Pradesh,26.82906,81.067534,Hospital,Bharat AC-001,7.4,3,6 AM - 11 PM,"App, Card, UPI",Cafe,Operational,14.83,30
EV1402,Lucknow Restaurant - 10,HPCL,Lucknow,Uttar Pradesh,26.788381,80.906577,Restaurant,CCS2,150.0,1,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,14.03,30
EV1403,Lucknow Office Complex - 11,BluSmart,Lucknow,Uttar Pradesh,26.83487,81.060044,Office Complex,Bharat AC-001,3.3,2,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,13.77,20
EV1404,Lucknow Tech Park - 12,BluSmart,Lucknow,Uttar Pradesh,26.874066,81.000825,Tech Park,Bharat DC-001,50.0,2,8 AM - 10 PM,"App, Card, UPI","WiFi, Waiting Area",Operational,10.4,20
EV1405,Lucknow Residential Complex - 13,ChargeZone,Lucknow,Uttar Pradesh,26.885153,81.018675,Residential Complex,CHAdeMO,100.0,6,8 AM - 10 PM,"App, Card, UPI",WiFi,Operational,9.93,30
EV1406,Lucknow Tech Park - 14,Exicom,Lucknow,Uttar Pradesh,26.777609,80.983743,Tech Park,CHAdeMO,100.0,2,6 AM - 11 PM,"App, Card, UPI","Cafe, Restroom",Operational,8.42,20
EV1407,Lucknow Metro Station - 15,Ola Electric,Lucknow,Uttar Pradesh,26.735817,80.959372,Metro Station,CCS2,150.0,1,8 AM - 10 PM,"App, Card, UPI",None,Operational,11.88,30
EV1408,Lucknow Shopping Mall - 16,Revolt Motors,Lucknow,Uttar Pradesh,26.80471,80.847539,Shopping Mall,CCS2,60.0,2,6 AM - 11 PM,"App, Card, UPI","WiFi, Waiting Area",Operational,14.83,30
EV1409,Lucknow Hotel - 17,IOCL,Lucknow,Uttar Pradesh,26.738216,80.881626,Hotel,AC Type 2,7.4,3,9 AM - 9 PM,"App, Card, UPI","WiFi, Cafe",Operational,9.23,0
EV1410,Lucknow Airport - 18,BluSmart,Lucknow,Uttar Pradesh,26.77969,81.062329,Airport,AC Type 2,7.4,1,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,11.12,30
EV1411,Kochi Metro Station - 1,Kazam EV,Kochi,Kerala,9.977012,76.256249,Metro Station,Bharat AC-001,11.0,3,6 AM - 11 PM,"App, Card, UPI",Cafe,Operational,11.19,20
EV1412,Kochi Residential Complex - 2,Exicom,Kochi,Kerala,9.947714,76.290072,Residential Complex,CCS2,100.0,1,6 AM - 11 PM,"App, Card, UPI",Restroom,Operational,8.76,50
EV1413,Kochi Tech Park - 3,BPCL,Kochi,Kerala,9.929379,76.34137,Tech Park,Bharat AC-001,11.0,2,6 AM - 11 PM,"App, Card, UPI",Cafe,Operational,9.05,0
EV1414,Kochi Metro Station - 4,ChargeZone,Kochi,Kerala,10.010903,76.338502,Metro Station,AC Type 2,3.3,8,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,9.64,50
EV1415,Kochi Residential Complex - 5,Reliance BP,Kochi,Kerala,9.956822,76.342132,Residential Complex,CHAdeMO,100.0,4,24/7,"App, Card, UPI","WiFi, Cafe",Operational,13.91,20
EV1416,Kochi Hospital - 6,BPCL,Kochi,Kerala,10.04984,76.22304,Hospital,CHAdeMO,150.0,2,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe, Restroom",Operational,13.23,20
EV1417,Kochi Office Complex - 7,Statiq,Kochi,Kerala,10.013096,76.211175,Office Complex,CHAdeMO,60.0,1,8 AM - 10 PM,"App, Card, UPI","WiFi, Cafe",Operational,12.63,30
EV1418,Kochi Tech Park - 8,Ather Grid,Kochi,Kerala,9.94293,76.349897,Tech Park,Bharat AC-001,7.4,1,6 AM - 11 PM,"App, Card, UPI",None,Operational,14.83,0
EV1419,Kochi Metro Station - 9,Revolt Motors,Kochi,Kerala,9.94742,76.233749,Metro Station,AC Type 2,11.0,1,24/7,"App, Card, UPI",Waiting Area,Operational,11.26,50
EV1420,Kochi Residential Complex - 10,ChargeZone,Kochi,Kerala,10.043202,76.306188,Residential Complex,CHAdeMO,25.0,3,8 AM - 10 PM,"App, Card, UPI","WiFi, Cafe",Operational,8.27,0
EV1421,Kochi Residential Complex - 11,ChargeZone,Kochi,Kerala,10.072234,76.219726,Residential Complex,Bharat DC-001,50.0,1,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,9.4,0
EV1422,Kochi Airport - 12,Magenta Power,Kochi,Kerala,10.052859,76.250023,Airport,CCS2,150.0,2,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,12.25,30
EV1423,Kochi Tech Park - 13,Ola Electric,Kochi,Kerala,9.915526,76.254991,Tech Park,Bharat DC-001,60.0,3,8 AM - 10 PM,"App, Card, UPI","Cafe, Waiting Area",Operational,13.23,0
EV1424,Kochi Hospital - 14,Fortum Charge & Drive,Kochi,Kerala,10.028113,76.307054,Hospital,Bharat AC-001,22.0,2,8 AM - 10 PM,"App, Card, UPI",Waiting Area,Operational,9.74,0
EV1425,Kochi Hotel - 15,Exicom,Kochi,Kerala,9.921239,76.313401,Hotel,Bharat DC-001,60.0,4,6 AM - 11 PM,"App, Card, UPI",Waiting Area,Operational,10.02,50
EV1426,Kochi Tech Park - 16,Ather Grid,Kochi,Kerala,9.967036,76.253743,Tech Park,CHAdeMO,150.0,2,8 AM - 10 PM,"App, Card, UPI","WiFi, Waiting Area",Operational,11.3,50
EV1427,Kochi Airport - 17,Exicom,Kochi,Kerala,10.053224,76.291517,Airport,CCS2,100.0,2,24/7,"App, Card, UPI","WiFi, Restroom",Operational,14.02,20
EV1428,Kochi Shopping Mall - 18,Ola Electric,Kochi,Kerala,9.970464,76.322804,Shopping Mall,AC Type 2,22.0,2,24/7,"App, Card, UPI",None,Operational,14.49,0
EV1429,Kochi Highway Rest Stop - 19,BluSmart,Kochi,Kerala,10.073668,76.2557,Highway Rest Stop,Bharat AC-001,11.0,1,24/7,"App, Card, UPI","WiFi, Cafe, Waiting Area",Operational,13.74,30
EV1430,Kochi Hotel - 20,IOCL,Kochi,Kerala,9.905853,76.37201,Hotel,Bharat DC-001,150.0,3,6 AM - 11 PM,"App, Card, UPI",Cafe,Operational,11.48,50
EV1431,Indore Residential Complex - 1,Tata Power EZ Charge,Indore,Madhya Pradesh,22.737817,75.729859,Residential Complex,Bharat AC-001,22.0,1,24/7,"App, Card, UPI","WiFi, Waiting Area",Operational,10.6,20
EV1432,Indore Restaurant - 2,BPCL,Indore,Madhya Pradesh,22.711434,75.882093,Restaurant,CCS2,25.0,4,6 AM - 11 PM,"App, Card, UPI","WiFi, Waiting Area",Operational,11.47,50
EV1433,Indore Hotel - 3,Magenta Power,Indore,Madhya Pradesh,22.644736,75.773711,Hotel,Bharat AC-001,3.3,1,8 AM - 10 PM,"App, Card, UPI","WiFi, Restroom",Operational,14.85,50
EV1434,Indore Office Complex - 4,ChargeZone,Indore,Madhya Pradesh,22.715136,75.730323,Office Complex,Bharat AC-001,3.3,1,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe",Operational,12.66,30
EV1435,Indore Shopping Mall - 5,Ather Grid,Indore,Madhya Pradesh,22.631622,75.834195,Shopping Mall,AC Type 2,22.0,1,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,14.52,50
EV1436,Indore Tech Park - 6,HPCL,Indore,Madhya Pradesh,22.645371,75.790675,Tech Park,AC Type 2,11.0,2,24/7,"App, Card, UPI","Cafe, Restroom",Operational,9.79,0
EV1437,Indore Highway Rest Stop - 7,Statiq,Indore,Madhya Pradesh,22.79996,75.827537,Highway Rest Stop,CHAdeMO,25.0,2,24/7,"App, Card, UPI",WiFi,Operational,8.53,50
EV1438,Indore Residential Complex - 8,Reliance BP,Indore,Madhya Pradesh,22.754282,75.704301,Residential Complex,AC Type 2,22.0,2,6 AM - 11 PM,"App, Card, UPI",Waiting Area,Operational,11.78,50
EV1439,Indore Hospital - 9,Magenta Power,Indore,Madhya Pradesh,22.664947,75.797816,Hospital,Bharat DC-001,60.0,2,6 AM - 11 PM,"App, Card, UPI",WiFi,Operational,12.97,0
EV1440,Indore Metro Station - 10,Reliance BP,Indore,Madhya Pradesh,22.73495,75.790321,Metro Station,AC Type 2,3.3,1,9 AM - 9 PM,"App, Card, UPI",None,Operational,11.23,30
EV1441,Indore Restaurant - 11,Ola Electric,Indore,Madhya Pradesh,22.608969,75.73351,Restaurant,CCS2,25.0,3,6 AM - 11 PM,"App, Card, UPI","WiFi, Restroom",Operational,11.73,30
EV1442,Indore Restaurant - 12,Revolt Motors,Indore,Madhya Pradesh,22.676185,75.765068,Restaurant,Bharat DC-001,25.0,2,24/7,"App, Card, UPI","WiFi, Cafe",Operational,10.66,50
EV1443,Indore Office Complex - 13,HPCL,Indore,Madhya Pradesh,22.682012,75.798342,Office Complex,AC Type 2,7.4,3,9 AM - 9 PM,"App, Card, UPI",Cafe,Operational,13.45,30
EV1444,Indore Hotel - 14,Tata Power EZ Charge,Indore,Madhya Pradesh,22.690846,75.888276,Hotel,Bharat DC-001,25.0,1,6 AM - 11 PM,"App, Card, UPI",WiFi,Under Maintenance,10.71,20
EV1445,Indore Restaurant - 15,Revolt Motors,Indore,Madhya Pradesh,22.648952,75.876004,Restaurant,Bharat AC-001,7.4,1,6 AM - 11 PM,"App, Card, UPI","Cafe, Waiting Area",Operational,8.52,20
EV1446,Bhopal Hotel - 1,Statiq,Bhopal,Madhya Pradesh,23.245321,77.489913,Hotel,Bharat DC-001,50.0,3,24/7,"App, Card, UPI","Cafe, Restroom, Waiting Area",Operational,11.07,30
EV1447,Bhopal Office Complex - 2,Tata Power EZ Charge,Bhopal,Madhya Pradesh,23.196506,77.370764,Office Complex,Bharat AC-001,7.4,2,6 AM - 11 PM,"App, Card, UPI","WiFi, Waiting Area",Operational,12.58,30
EV1448,Bhopal Airport - 3,Reliance BP,Bhopal,Madhya Pradesh,23.280246,77.476399,Airport,CCS2,100.0,2,9 AM - 9 PM,"App, Card, UPI",WiFi,Operational,8.74,30
EV1449,Bhopal Airport - 4,Ola Electric,Bhopal,Madhya Pradesh,23.265556,77.402216,Airport,Bharat AC-001,7.4,3,24/7,"App, Card, UPI",Waiting Area,Operational,8.1,30
EV1450,Bhopal Shopping Mall - 5,Fortum Charge & Drive,Bhopal,Madhya Pradesh,23.290506,77.410622,Shopping Mall,Bharat DC-001,150.0,1,8 AM - 10 PM,"App, Card, UPI",None,Under Maintenance,12.6,0
EV1451,Bhopal Shopping Mall - 6,IOCL,Bhopal,Madhya Pradesh,23.101609,77.347356,Shopping Mall,Bharat DC-001,100.0,1,24/7,"App, Card, UPI",Restroom,Operational,10.15,0
EV1452,Bhopal Residential Complex - 7,ChargeZone,Bhopal,Madhya Pradesh,23.210181,77.402934,Residential Complex,CCS2,150.0,2,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe",Operational,8.86,0
EV1453,Bhopal Office Complex - 8,HPCL,Bhopal,Madhya Pradesh,23.124247,77.479649,Office Complex,Bharat AC-001,22.0,1,24/7,"App, Card, UPI",WiFi,Operational,12.21,50
EV1454,Bhopal Hotel - 9,Exicom,Bhopal,Madhya Pradesh,23.202572,77.306371,Hotel,CCS2,60.0,3,6 AM - 11 PM,"App, Card, UPI",None,Operational,12.97,30
EV1455,Bhopal Tech Park - 10,Kazam EV,Bhopal,Madhya Pradesh,23.265237,77.400802,Tech Park,Bharat AC-001,7.4,4,6 AM - 11 PM,"App, Card, UPI","WiFi, Restroom",Operational,10.58,50
EV1456,Bhopal Highway Rest Stop - 11,ChargeZone,Bhopal,Madhya Pradesh,23.158773,77.311369,Highway Rest Stop,Bharat AC-001,7.4,3,8 AM - 10 PM,"App, Card, UPI","WiFi, Restroom",Operational,10.47,30
EV1457,Bhopal Airport - 12,Tata Power EZ Charge,Bhopal,Madhya Pradesh,23.115133,77.458321,Airport,CCS2,25.0,3,6 AM - 11 PM,"App, Card, UPI","WiFi, Cafe",Operational,12.96,20
